clothing_type,gender,season,city,color,review_score,price_range,sales_volume,date
Shoes,Female,Summer,Lucknow,Green,3.799017186574333,126.03799393485814,461,2040-09-08 14:43:54.165463
Pants,Male,Fall,Indore,White,4.671192479602849,27.805671687963645,2369,2047-06-29 14:43:54.165463
Winter Cap,Female,Summer,Bhopal,Grey,4.952310580250563,23.704680293478475,1489,2031-07-13 14:43:54.165463
Lower,Male,Winter,Thane,Yellow,4.214425205398731,45.15472637330547,693,2029-04-04 14:43:54.165463
Scarf,Male,Winter,Thane,Pink,3.290008152683513,41.06531169999076,1623,2044-10-04 14:43:54.165463
Skirt,Male,Winter,Bangalore,Blue,3.7593544158108214,39.69724036824387,612,2039-04-20 14:43:54.165463
Pants,Male,Winter,Kolkata,Black,3.01896671013675,34.16164059037415,582,2042-09-06 14:43:54.165463
T-Shirt,Female,Winter,Kanpur,Grey,4.2054518476815055,31.45227225921267,746,2025-09-15 14:43:54.165463
T-Shirt,Male,Spring,Agra,Grey,4.643137001947596,49.93127602926759,1107,2043-03-25 14:43:54.165463
Pants,Male,Fall,Agra,Grey,4.259880157846085,44.58257596112199,1376,2036-02-08 14:43:54.165463
Jeans,Female,Fall,Nashik,Blue,4.5721724583669,74.20219418903282,657,2049-05-14 14:43:54.165463
Pants,Female,Summer,Faridabad,Pink,4.5998078545517735,48.784570854800336,918,2038-05-30 14:43:54.165463
Socks,Female,Winter,Bangalore,White,4.702025152434928,6.210512320356432,976,2037-06-16 14:43:54.165463
Skirt,Female,Spring,Vadodara,Pink,3.5333275659951084,84.19205017029967,1303,2030-03-12 14:43:54.165463
Shorts,Male,Winter,Surat,Grey,4.7425370456408436,30.124060977044298,1038,2044-01-06 14:43:54.165463
Hoodie,Female,Winter,Pune,Red,4.308187996926982,79.25669398180439,1188,2041-05-30 14:43:54.165463
Jeans,Male,Summer,Bhopal,Red,3.579451113188974,78.00719030684726,589,2036-08-12 14:43:54.165463
Hoodie,Female,Spring,Bhopal,Black,4.974589429992522,72.82458195535688,992,2027-05-27 14:43:54.165463
Scarf,Male,Spring,Kanpur,Yellow,4.900364787463338,16.88900727732487,803,2028-12-21 14:43:54.165463
Socks,Female,Fall,Nashik,White,4.148881966412799,18.349485266248493,980,2032-01-18 14:43:54.165463
T-Shirt,Male,Winter,Ahmedabad,Pink,4.686416756799127,23.534986929689968,1120,2037-12-02 14:43:54.165463
Winter Cap,Male,Spring,Ghaziabad,Black,3.522988977439743,30.10286162502511,768,2026-01-28 14:43:54.165463
Sweater,Female,Fall,Chennai,Yellow,3.8320739932217798,94.85143340496214,589,2035-05-16 14:43:54.165463
Blazer,Male,Spring,Meerut,Black,3.3679435214876676,162.60735628380746,368,2031-12-22 14:43:54.165463
Shirt,Male,Winter,Chennai,Black,4.040205285258496,46.926711435110576,851,2043-01-03 14:43:54.165463
Jeans,Male,Fall,Pune,Blue,3.9920028601433306,118.23226995848614,551,2042-11-05 14:43:54.165463
Pants,Male,Spring,Visakhapatnam,Green,3.425626451923133,40.314184229888255,1493,2025-03-31 14:43:54.165463
Dress,Female,Summer,Kanpur,White,4.345603387432195,173.0694155116415,1341,2027-03-29 14:43:54.165463
Shirt,Male,Spring,Agra,Blue,3.235580591050825,35.15456868950756,1647,2024-02-21 14:43:54.165463
Kurta,Male,Winter,Indore,Yellow,3.123382902139422,82.81443446745779,535,2041-10-13 14:43:54.165463
Dress,Female,Summer,Delhi,Green,3.769809937324772,63.6969038598858,1626,2046-01-31 14:43:54.165463
T-Shirt,Female,Spring,Vadodara,Black,3.81964955556941,15.078416557579361,1058,2034-07-06 14:43:54.165463
Socks,Female,Spring,Chennai,Red,3.6394812130529726,8.903878105947124,1177,2033-11-02 14:43:54.165463
Skirt,Male,Fall,Patna,Pink,3.515893275156501,36.10472806432683,682,2036-08-17 14:43:54.165463
Blazer,Male,Winter,Hyderabad,Blue,3.677552690019061,247.40564938716597,70,2030-11-03 14:43:54.165463
Skirt,Female,Spring,Agra,Grey,3.326751147904206,83.31573225662618,1306,2044-12-15 14:43:54.165463
Jacket,Male,Spring,Ahmedabad,White,3.8069049382657547,50.555719448301325,797,2050-02-07 14:43:54.165463
Shorts,Female,Spring,Chennai,White,4.809206747034887,28.945863392943686,656,2050-01-16 14:43:54.165463
Hoodie,Male,Winter,Thane,Green,3.4488537624176763,76.90869688986018,1050,2040-07-22 14:43:54.165463
Hoodie,Female,Summer,Chennai,Blue,4.368902208700701,57.89864792153281,962,2046-10-30 14:43:54.165463
Scarf,Male,Winter,Pune,Black,3.283569020795679,44.11448970654796,1057,2041-05-07 14:43:54.165463
Jeans,Female,Fall,Jaipur,Grey,3.7078132480204617,80.38886227005852,663,2024-06-28 14:43:54.165463
Shoes,Male,Fall,Ludhiana,Green,3.6423495610905126,148.04771295986438,405,2044-01-07 14:43:54.165463
Shorts,Female,Winter,Agra,Yellow,4.874058788816655,43.881495903779225,1157,2025-12-28 14:43:54.165463
Sweater,Male,Spring,Chennai,White,3.855964111603618,82.86266754677257,559,2049-09-18 14:43:54.165463
Lower,Male,Spring,Agra,Grey,4.380931887562768,29.203954153087203,1108,2032-02-15 14:43:54.165463
T-Shirt,Male,Summer,Delhi,Yellow,4.204925617942658,28.065130372216707,2682,2031-03-06 14:43:54.165463
Socks,Female,Winter,Bhopal,Grey,3.2820601505695226,5.759438792967371,633,2028-04-28 14:43:54.165463
Jacket,Male,Winter,Ghaziabad,Blue,4.8790809020612365,138.1454772032313,1101,2046-02-12 14:43:54.165463
Jacket,Male,Spring,Mumbai,Red,3.691738583711526,118.88876931136633,453,2033-05-22 14:43:54.165463
Lower,Male,Fall,Bhopal,Grey,3.0895167115672995,50.42864596076289,558,2035-03-31 14:43:54.165463
Shirt,Female,Fall,Mumbai,Grey,3.6008874136883753,38.414860200406736,558,2025-04-19 14:43:54.165463
Kurta,Male,Summer,Mumbai,Yellow,3.671267451764652,88.0493327674582,615,2033-07-16 14:43:54.165463
Shoes,Female,Summer,Kolkata,Pink,3.185490654757454,77.11181495860794,627,2050-03-17 14:43:54.165463
Dress,Male,Fall,Bhopal,Black,4.239954812759885,127.88719540853968,654,2026-04-07 14:43:54.165463
Shorts,Female,Winter,Visakhapatnam,Pink,3.693528411083091,53.92121026045808,544,2026-07-01 14:43:54.165463
Pants,Female,Summer,Bhopal,White,4.258269212661942,67.09937866469417,1065,2032-03-05 14:43:54.165463
Socks,Male,Spring,Bhopal,Pink,3.0134811271781343,19.16296958946331,533,2046-12-14 14:43:54.165463
Blazer,Female,Winter,Chennai,Blue,4.9640967979815045,244.6278985540823,99,2036-01-01 14:43:54.165463
Dress,Female,Spring,Patna,Grey,3.3410327170893632,149.22457212356875,900,2045-10-03 14:43:54.165463
Jeans,Male,Summer,Agra,Red,4.318661973409872,62.94448683042069,955,2036-10-19 14:43:54.165463
Scarf,Female,Fall,Agra,White,4.431568606559031,22.674148202536138,1658,2032-09-16 14:43:54.165463
Lower,Female,Summer,Bangalore,Red,3.343216699494952,37.90196138195775,565,2028-03-02 14:43:54.165463
Winter Cap,Female,Fall,Pune,White,3.223424564204837,39.816510837313615,484,2026-05-14 14:43:54.165463
Jacket,Female,Winter,Hyderabad,Green,3.3051543836896173,111.9002031225733,706,2029-03-30 14:43:54.165463
T-Shirt,Male,Summer,Nashik,Pink,3.493636511689889,21.967394370029407,1317,2041-01-07 14:43:54.165463
T-Shirt,Female,Summer,Hyderabad,Green,3.336464235985818,48.05200072241343,1074,2027-09-02 14:43:54.165463
Shorts,Female,Summer,Visakhapatnam,Green,4.347998853912163,35.436719103840915,2239,2026-02-09 14:43:54.165463
Hoodie,Male,Winter,Agra,Blue,3.8416664074521343,78.36292210593416,1254,2038-07-10 14:43:54.165463
Blazer,Male,Spring,Ahmedabad,Grey,4.075583189030726,209.7490659367715,229,2034-03-28 14:43:54.165463
Socks,Female,Spring,Meerut,Green,3.0946735776183165,17.64733853089301,387,2048-07-09 14:43:54.165463
Dress,Male,Fall,Indore,Blue,4.722497926201447,155.8728522615767,585,2024-10-03 14:43:54.165463
T-Shirt,Male,Summer,Thane,Black,3.3411431064123844,44.2686402049993,864,2035-12-02 14:43:54.165463
Blazer,Male,Spring,Meerut,Green,3.720304662910176,186.85415123979737,308,2044-10-19 14:43:54.165463
Shirt,Male,Winter,Kanpur,Blue,3.143803279655534,51.2490195027099,685,2026-03-09 14:43:54.165463
Lower,Male,Summer,Nagpur,Grey,3.2735862692966595,46.69147416255349,769,2030-12-01 14:43:54.165463
Pants,Male,Fall,Faridabad,White,4.3315988199513225,71.02038837329522,1206,2041-12-06 14:43:54.165463
Jacket,Male,Spring,Nashik,Blue,4.385174004511378,102.59636969366315,637,2047-06-06 14:43:54.165463
Blazer,Male,Winter,Patna,Yellow,4.353930969250705,116.33651815548762,830,2043-12-12 14:43:54.165463
Lower,Male,Winter,Indore,Blue,4.104273575692044,33.74828868420654,793,2043-07-15 14:43:54.165463
Skirt,Female,Fall,Faridabad,Pink,4.9050433280238135,68.58983772205579,1467,2042-10-09 14:43:54.165463
Lower,Female,Spring,Vadodara,Yellow,4.014354321537153,22.097754992557782,521,2048-07-23 14:43:54.165463
Shorts,Female,Summer,Agra,White,3.898824058592893,51.1588327606736,1640,2030-09-21 14:43:54.165463
Scarf,Female,Winter,Kolkata,Grey,3.495091131434287,19.85981854575707,1702,2031-07-27 14:43:54.165463
Skirt,Female,Fall,Chennai,Pink,3.1976990585332254,39.298705974886914,588,2029-01-04 14:43:54.165463
Lower,Male,Winter,Ahmedabad,Blue,4.096309859932358,27.9063655742442,1023,2035-04-02 14:43:54.165463
Jacket,Male,Winter,Hyderabad,Pink,3.629780373385656,136.53911524587477,685,2040-08-01 14:43:54.165463
Blazer,Female,Spring,Patna,Grey,4.048050766381031,114.25799140275164,729,2033-01-07 14:43:54.165463
Blazer,Female,Spring,Meerut,White,3.412238156520959,129.93716250744492,361,2048-02-19 14:43:54.165463
Shirt,Male,Summer,Indore,Pink,4.6763453444158225,85.5571922135783,771,2032-04-14 14:43:54.165463
Kurta,Female,Winter,Bhopal,Yellow,4.999394419318138,133.19223979746837,505,2041-12-03 14:43:54.165463
T-Shirt,Male,Fall,Nashik,Red,3.644807020241299,44.82666865866739,646,2031-11-25 14:43:54.165463
Lower,Female,Winter,Nashik,Green,4.684655214520659,43.10567333303951,848,2039-05-31 14:43:54.165463
Jeans,Male,Fall,Ghaziabad,Yellow,4.745972272784815,109.31729178323846,746,2050-09-09 14:43:54.165463
Lower,Female,Winter,Indore,Grey,4.992147577514159,51.142633013622145,1087,2038-04-05 14:43:54.165463
Kurta,Male,Fall,Ahmedabad,Black,3.6854402595559588,144.85604832021687,452,2046-11-20 14:43:54.165463
Hoodie,Female,Winter,Agra,Blue,4.512082787428211,34.505788351534086,2165,2029-10-02 14:43:54.165463
Jeans,Female,Winter,Lucknow,Pink,3.457618007283971,42.29817069231463,509,2033-01-10 14:43:54.165463
T-Shirt,Male,Summer,Kanpur,White,4.249592002584286,21.126047925336188,1622,2042-07-01 14:43:54.165463
Lower,Male,Spring,Patna,Green,4.409685138945675,57.163392820319025,1060,2049-03-29 14:43:54.165463
Dress,Female,Spring,Hyderabad,Grey,4.482241385070193,126.7512893038232,1373,2029-12-17 14:43:54.165463
Kurta,Female,Fall,Nagpur,Pink,3.4143443371689233,86.8723769464809,541,2039-04-20 14:43:54.165463
Blazer,Male,Winter,Ghaziabad,Blue,4.697451140992389,157.41510168046884,309,2037-07-22 14:43:54.165463
Blazer,Male,Winter,Nagpur,Green,3.8419437207850837,217.62487176325732,206,2042-01-13 14:43:54.165463
Hoodie,Male,Spring,Hyderabad,Red,3.43273903546911,95.03769970627468,605,2049-02-14 14:43:54.165463
Scarf,Female,Fall,Nashik,Blue,4.085062176743803,40.53945920088185,1826,2045-07-26 14:43:54.165463
Jacket,Female,Summer,Nashik,Pink,4.726714259213884,163.97717494059444,468,2030-12-31 14:43:54.165463
Pants,Male,Summer,Kolkata,White,4.934175819556227,42.62079242901109,1391,2033-07-25 14:43:54.165463
T-Shirt,Female,Summer,Nashik,Red,4.496415643455749,31.346231834608872,2233,2047-10-01 14:43:54.165463
T-Shirt,Female,Winter,Delhi,Blue,3.0112457725427246,45.98235677149081,448,2039-11-08 14:43:54.165463
Sweater,Male,Fall,Ludhiana,Green,3.269401520931912,93.94505825544331,419,2048-04-18 14:43:54.165463
Lower,Female,Spring,Patna,Pink,3.1525479728777315,47.3708367384539,486,2047-12-05 14:43:54.165463
Jacket,Male,Winter,Ludhiana,Red,3.2024274859877693,59.787025383218065,1370,2045-02-21 14:43:54.165463
Pants,Male,Winter,Chennai,White,3.7660699120395504,27.17289706996752,990,2033-06-14 14:43:54.165463
T-Shirt,Female,Summer,Bhopal,Blue,3.6769866296572555,19.564383008989825,2042,2042-04-10 14:43:54.165463
T-Shirt,Female,Fall,Bangalore,Green,3.22736996253662,35.34868847192417,517,2044-07-27 14:43:54.165463
Socks,Male,Fall,Agra,Pink,4.764470703228498,13.045802710117249,1164,2044-05-26 14:43:54.165463
Jeans,Male,Summer,Thane,Green,4.23085515266472,115.41526612376431,661,2039-09-09 14:43:54.165463
Sweater,Male,Summer,Ludhiana,Grey,4.592926617912898,87.10697300325472,591,2024-08-09 14:43:54.165463
Jacket,Female,Summer,Ghaziabad,Yellow,3.7430987777108617,94.0958926018139,661,2033-05-12 14:43:54.165463
Dress,Male,Winter,Surat,Red,3.820472032575136,66.80199966511914,783,2042-10-20 14:43:54.165463
Jacket,Male,Winter,Jaipur,Pink,3.635242421073456,177.4299858992573,656,2034-07-05 14:43:54.165463
Skirt,Male,Winter,Lucknow,Blue,3.8768532241969824,62.173687258231695,813,2049-08-06 14:43:54.165463
Hoodie,Male,Spring,Indore,Yellow,4.220754524710108,75.74286481861941,720,2034-05-30 14:43:54.165463
Pants,Female,Spring,Faridabad,Green,3.985968015680483,56.08289836249416,1335,2028-04-10 14:43:54.165463
Scarf,Female,Fall,Kanpur,Red,4.6758340123769,18.760972114782227,2894,2042-03-14 14:43:54.165463
Socks,Male,Summer,Kolkata,Black,4.800278337219648,5.855875755227405,1203,2040-12-21 14:43:54.165463
Jeans,Female,Summer,Lucknow,Pink,3.939367706735198,70.16145517731309,614,2042-06-18 14:43:54.165463
Hoodie,Female,Winter,Visakhapatnam,Green,3.4794959606972986,55.30852082820024,1360,2044-01-22 14:43:54.165463
Winter Cap,Female,Spring,Meerut,Red,4.890384838918617,30.21394338906719,1132,2047-08-02 14:43:54.165463
Shirt,Male,Summer,Jaipur,Black,4.470077286101845,66.09302659157551,755,2029-07-18 14:43:54.165463
Kurta,Female,Fall,Agra,Pink,4.28025417210776,146.58350213103938,516,2036-12-30 14:43:54.165463
Dress,Female,Summer,Nashik,Red,4.490827467247952,160.84343287416218,1681,2042-04-11 14:43:54.165463
Sweater,Male,Winter,Nagpur,Green,3.1519635647938458,72.24368943314659,789,2043-03-21 14:43:54.165463
Kurta,Male,Winter,Bhopal,Black,3.135252655275345,95.0027887818965,388,2025-09-05 14:43:54.165463
Kurta,Female,Spring,Bangalore,Grey,3.306241305161975,114.15421520239637,513,2025-05-06 14:43:54.165463
Jeans,Female,Fall,Ahmedabad,Pink,3.294901934881065,49.12724662186204,680,2030-07-10 14:43:54.165463
Lower,Male,Fall,Nashik,Red,3.841340949698809,59.9956225852557,930,2040-08-21 14:43:54.165463
Winter Cap,Male,Summer,Visakhapatnam,Blue,3.3148081645707284,25.56424303730872,907,2048-08-18 14:43:54.165463
Pants,Male,Fall,Mumbai,Black,4.7090512885331925,75.04476806499335,2106,2037-05-11 14:43:54.165463
Scarf,Male,Summer,Ludhiana,Red,4.156193861856051,48.85747171282728,632,2029-08-08 14:43:54.165463
Pants,Female,Summer,Jaipur,Blue,3.7365237927005026,56.990350694624595,729,2050-02-02 14:43:54.165463
Blazer,Male,Spring,Nashik,Grey,3.139245076450534,79.63624302970732,523,2028-06-19 14:43:54.165463
Kurta,Female,Fall,Visakhapatnam,Black,4.1820555919182505,103.06803892619683,680,2039-11-16 14:43:54.165463
Scarf,Female,Winter,Nagpur,Red,3.2330656411842527,35.91748530080953,1109,2048-02-03 14:43:54.165463
Shirt,Female,Summer,Thane,Green,4.486440500805212,76.29755389026651,880,2035-12-07 14:43:54.165463
Lower,Male,Summer,Ludhiana,Black,4.605516193487643,21.929170679796247,1214,2045-09-05 14:43:54.165463
Jacket,Male,Summer,Pune,Black,4.087952515919683,119.94730507926408,569,2044-06-23 14:43:54.165463
Scarf,Female,Fall,Pune,Pink,3.2992057182817147,47.29695904178846,1384,2044-07-01 14:43:54.165463
Dress,Female,Fall,Delhi,Blue,4.573725447480931,178.8253756216182,552,2036-01-28 14:43:54.165463
Pants,Female,Fall,Nashik,Yellow,3.615655578518668,35.52604733175807,1309,2037-11-13 14:43:54.165463
Winter Cap,Female,Summer,Surat,Pink,3.44530628550692,36.117969782051055,709,2032-06-07 14:43:54.165463
Scarf,Female,Winter,Ahmedabad,Yellow,3.9411132820368504,20.118769657072544,1829,2036-11-30 14:43:54.165463
Scarf,Male,Winter,Bhopal,Red,4.845292482765836,44.4411052098764,2700,2030-05-26 14:43:54.165463
Blazer,Male,Fall,Meerut,Green,3.594746584149047,112.68276821885607,1406,2040-12-15 14:43:54.165463
Dress,Male,Winter,Vadodara,Blue,4.81115700194524,174.54941091663423,368,2024-09-26 14:43:54.165463
Scarf,Female,Summer,Mumbai,Black,3.1073066174796558,39.342386281522295,643,2047-08-22 14:43:54.165463
Kurta,Female,Fall,Nagpur,Yellow,3.1670474100358934,83.90216615287355,593,2042-12-19 14:43:54.165463
Jacket,Male,Fall,Hyderabad,Blue,4.397122050270494,92.14599948622494,1643,2034-07-05 14:43:54.165463
Winter Cap,Male,Summer,Kolkata,Blue,3.381185322896351,17.05712582423336,659,2048-03-08 14:43:54.165463
Jacket,Female,Fall,Mumbai,Pink,3.633241366393251,152.11884904993775,595,2029-04-30 14:43:54.165463
Winter Cap,Male,Summer,Delhi,Blue,3.2727459619611583,36.87373007730645,373,2041-04-20 14:43:54.165463
Shirt,Male,Fall,Bhopal,Black,3.6644965382650967,74.07122802493234,743,2031-11-22 14:43:54.165463
Skirt,Male,Winter,Indore,Pink,3.560919987784927,88.43540766115797,393,2027-10-31 14:43:54.165463
Shorts,Female,Fall,Ahmedabad,White,4.4726752779779675,51.25535070538149,713,2044-05-26 14:43:54.165463
Blazer,Female,Fall,Meerut,Blue,4.404046776378088,246.03805663462367,161,2032-02-22 14:43:54.165463
Lower,Male,Fall,Indore,White,4.909854352856731,50.31219707305299,1079,2044-07-08 14:43:54.165463
Pants,Female,Spring,Visakhapatnam,Yellow,4.448843370346082,36.56256851586506,2636,2034-09-24 14:43:54.165463
Jacket,Male,Winter,Kanpur,Green,4.38963550604277,168.73976982117722,899,2028-01-07 14:43:54.165463
Kurta,Male,Summer,Ghaziabad,Pink,4.388407778125304,75.4276297083281,878,2046-01-10 14:43:54.165463
Blazer,Female,Spring,Kanpur,Yellow,4.765934911296352,249.20197390594305,64,2049-02-08 14:43:54.165463
Shirt,Female,Winter,Bangalore,Pink,3.5924734657511,49.483720306509525,464,2029-03-20 14:43:54.165463
Dress,Female,Fall,Ludhiana,Green,3.6001842183876085,84.52715703937604,937,2041-04-04 14:43:54.165463
Jeans,Male,Fall,Ludhiana,Green,4.482427619409874,59.13727884071292,1018,2030-03-23 14:43:54.165463
Shirt,Male,Summer,Delhi,Pink,3.457410274300255,67.80345238379404,608,2028-08-14 14:43:54.165463
Skirt,Male,Summer,Ludhiana,Yellow,4.82404000829594,37.64547618712719,2900,2040-02-10 14:43:54.165463
Lower,Female,Winter,Meerut,Red,4.0695634501737725,58.142395269318875,926,2025-08-08 14:43:54.165463
Pants,Male,Winter,Ludhiana,Grey,3.6002498561856635,41.187197325372544,769,2032-04-26 14:43:54.165463
Sweater,Male,Summer,Thane,Black,4.552199859379964,57.15504582788542,885,2040-08-27 14:43:54.165463
Sweater,Male,Winter,Lucknow,White,3.624641259750592,38.45495717802943,1533,2041-07-01 14:43:54.165463
Shorts,Male,Summer,Surat,Red,4.9265566341437435,29.84070071494297,1688,2041-01-26 14:43:54.165463
Jacket,Female,Fall,Patna,White,4.96597841944997,112.84690335143566,1898,2051-01-04 14:43:54.165463
Winter Cap,Female,Summer,Nashik,Pink,4.333592483932392,21.088191706726626,941,2040-02-14 14:43:54.165463
Jeans,Female,Spring,Agra,Black,3.2272677795004583,61.84159371489762,650,2047-07-20 14:43:54.165463
Jacket,Male,Summer,Nashik,Pink,3.526417699866585,56.111575675879735,721,2046-01-24 14:43:54.165463
Scarf,Male,Summer,Faridabad,Blue,4.030833924432111,25.520348076197486,889,2038-02-25 14:43:54.165463
Shoes,Male,Spring,Ludhiana,Pink,4.702894900195963,166.74964073946802,510,2032-12-06 14:43:54.165463
Shirt,Female,Spring,Delhi,Yellow,3.369772993884057,53.521498545115634,1077,2035-02-09 14:43:54.165463
Skirt,Female,Spring,Kolkata,Red,3.2088069180278644,50.35427433190995,1102,2041-10-05 14:43:54.165463
Dress,Female,Spring,Kolkata,Pink,3.148954966378071,86.1469381099743,1226,2043-11-04 14:43:54.165463
Socks,Female,Summer,Faridabad,Black,4.013935124720094,13.316563647408511,991,2038-09-10 14:43:54.165463
Jeans,Female,Winter,Kolkata,Yellow,4.769401939189412,64.18341421912598,1072,2049-01-02 14:43:54.165463
Winter Cap,Male,Spring,Nashik,Red,3.0847184852877847,28.923919595985836,592,2025-04-12 14:43:54.165463
Hoodie,Female,Fall,Indore,Pink,3.424643067987069,99.26181596075806,391,2050-06-29 14:43:54.165463
Lower,Female,Summer,Meerut,Green,4.3865140316790034,21.647055910152226,1253,2025-11-03 14:43:54.165463
